timestamp,cpu_percent,mem_percent,gpu_util_percent,gpu_mem_used_mb
2025-05-04 19:51:11.961524963,0.0313,0.181391,0.17,0.22
2025-05-04 19:51:43.046262503,0.0312,0.181563,0.17,0.22
2025-05-04 19:52:14.117933273,0.031,0.181423,0.2,0.22
2025-05-04 19:52:45.203337193,0.0313,0.1818769999999999,0.2,0.22
2025-05-04 19:53:16.283468008,0.0325,0.1822629999999999,0.21,0.22
2025-05-04 19:53:47.368432045,0.0308999999999999,0.1821,0.18,0.22
2025-05-04 19:54:18.436481237,0.0313,0.181981,0.18,0.22
2025-05-04 19:54:49.514107227,0.0278,0.182113,0.0,0.22
2025-05-04 19:55:20.587910414,0.3252,0.196986,0.0,0.11
2025-05-04 19:55:51.680390596,0.278,0.2420449999999999,0.05,0.23
2025-05-04 19:56:22.789643288,0.264,0.253793,0.0,0.23
2025-05-04 19:56:53.903458357,0.2767,0.250567,0.0,0.23
2025-05-04 19:57:25.018538475,0.0316,0.197735,0.2,0.23
2025-05-04 19:57:56.093635082,0.0313,0.187203,0.18,0.23
2025-05-04 19:58:27.175896883,0.0312,0.18497,0.19,0.23
2025-05-04 19:58:58.258975267,0.0313,0.183891,0.18,0.23
2025-05-04 19:59:29.342057228,0.0316,0.183713,0.19,0.23
2025-05-04 20:00:00.417099953,0.0315,0.182857,0.21,0.23
2025-05-04 20:00:31.488029718,0.0316,0.182953,0.22,0.23
2025-05-04 20:01:02.561187506,0.0312,0.182891,0.19,0.23
2025-05-04 20:01:33.637190342,0.031,0.18282,0.19,0.23
2025-05-04 20:02:04.721103907,0.0308999999999999,0.182845,0.18,0.23
2025-05-04 20:02:35.803476572,0.0315,0.1825959999999999,0.21,0.23
2025-05-04 20:03:06.880964994,0.0313,0.182584,0.17,0.23
2025-05-04 20:03:37.957525015,0.4177,0.193535,0.03,0.12
2025-05-04 20:04:09.057961941,0.3184,0.1859819999999999,0.06,0.12
2025-05-04 20:04:40.151636124,0.2752,0.25353,0.06,0.24
2025-05-04 20:05:11.271663666,0.265,0.254636,0.02,0.24
2025-05-04 20:05:42.370112419,0.2521,0.247514,0.02,0.23
2025-05-04 20:06:13.439385653,0.0322,0.189851,0.18,0.23
2025-05-04 20:06:44.517449140,0.0308999999999999,0.18401,0.18,0.23
2025-05-04 20:07:15.599434376,0.0316,0.18342,0.18,0.23
2025-05-04 20:07:46.674573660,0.0325,0.183047,0.18,0.23
2025-05-04 20:08:17.750099182,0.0319,0.1829319999999999,0.18,0.23
2025-05-04 20:08:48.834438801,0.0313,0.182494,0.18,0.23
2025-05-04 20:09:19.913075924,0.0313,0.182564,0.18,0.23
2025-05-04 20:09:50.987881184,0.0308999999999999,0.182469,0.33,0.23
2025-05-04 20:10:22.071055889,0.0322,0.18264,0.2,0.23
2025-05-04 20:10:53.144573927,0.0315,0.182641,0.19,0.23
2025-05-04 20:11:24.221411705,0.0316,0.1826279999999999,0.18,0.23
2025-05-04 20:11:55.298457861,0.0313,0.182784,0.17,0.23
2025-05-04 20:12:26.372773409,0.436,0.200714,0.05,0.11
2025-05-10 14:19:49.941892385,0.0417,0.1562126129032258,0.0,0.02
2025-05-10 14:20:21.030143738,0.0508,0.2155102258064515,0.0,0.05
2025-05-10 14:20:52.114360809,0.0566,0.2136684193548386,0.04,0.05
2025-05-10 14:21:23.200214863,0.04,0.2149415806451613,0.0,0.05
2025-05-10 14:21:54.275658846,0.0351,0.2103798387096774,0.0,0.05
2025-05-10 14:22:25.358287096,0.0348,0.2131765161290322,0.0,0.05
2025-05-10 14:22:56.432658195,0.0326,0.2154448064516128,0.0,0.05
2025-05-10 14:23:27.518155813,0.0348,0.213759,0.0,0.05
2025-05-10 14:23:58.600295544,0.0358,0.2129953548387095,0.0,0.05
2025-05-10 14:24:29.684298515,0.0345,0.2153517096774193,0.0,0.05
