timestamp,cpu_percent,mem_percent,gpu_util_percent,gpu_mem_used_mb
1746838577.520895028,7.94%,31.4485%,0%,1%
1746838608.604424831,3.28%,25.782%,0%,1%
1746838639.684849260,2.97%,25.8432%,0%,1%
1746838670.774222020,14.84%,31.4058%,0%,1%
1746838701.866356628,33.11%,31.7127%,0%,1%
1746838732.959756259,13.29%,31.7291%,0%,1%
1746838764.033026453,3.07%,25.6954%,0%,1%
1746838795.113398985,3.13%,25.6875%,0%,1%
1746838826.204068185,16.85%,31.5367%,0%,1%
1746838857.321894441,3.13%,31.7064%,0%,1%
1746838888.402252516,3.29%,31.6021%,0%,1%
1746838919.489654310,3.13%,25.6778%,0%,1%
1746838950.571561920,3.06%,25.6537%,0%,1%
1746838981.659570081,3.10%,26.2466%,0%,1%
1746839012.749494735,26.88%,31.9711%,14%,1%
1746839043.884587079,15.95%,31.8203%,0%,1%
1746839074.995026884,3.07%,25.8177%,0%,1%
1746839106.074914476,3.00%,25.7011%,0%,1%
1746839137.164107429,2.28%,26.5818%,0%,1%
1746839168.252648919,27.21%,31.6871%,0%,1%
1746839199.345539616,19.38%,31.6137%,0%,1%
1746839230.455453174,3.13%,25.6976%,0%,1%
1746839261.543977011,5.01%,25.8152%,0%,1%
1746839292.625644952,3.06%,25.6792%,0%,1%
1746839323.715826458,3.22%,28.5605%,0%,1%
1746839354.803494932,12.13%,32.0825%,0%,1%
1746839385.884871467,3.31%,31.8511%,100%,1%
1746839416.966206925,3.16%,25.5843%,0%,1%
1746839448.048945183,3.10%,25.5776%,0%,1%
1746839479.139226676,3.22%,26.3362%,0%,1%
1746839510.229320969,9.55%,31.5672%,0%,1%
1746839541.321266613,3.28%,31.9729%,74%,1%
1746839572.392527629,3.25%,25.6512%,0%,1%
1746839603.475195395,3.00%,25.6265%,0%,1%
1746839634.553428165,3.12%,31.3484%,0%,1%
1746839665.634123663,3.12%,32.0988%,0%,1%
1746839696.722247490,3.12%,25.6845%,0%,1%
1746839727.811750354,3.06%,25.6174%,0%,1%
1746839758.902536123,3.19%,25.7302%,0%,1%
1746839789.982967044,18.11%,31.587%,0%,1%
1746839821.079644652,7.01%,32.1575%,0%,1%
1746839852.160724090,3.16%,25.6843%,0%,1%
1746839883.251552849,3.16%,25.6449%,0%,1%
1746839914.342728059,1.38%,28.1501%,0%,1%
1746839945.426242933,4.72%,32.1599%,0%,1%
1746839976.505848127,3.13%,25.8684%,0%,1%
1746840007.594547513,3.22%,25.771%,0%,1%
1746840038.686698433,3.19%,25.7566%,0%,1%
1746840069.766530621,3.19%,31.7669%,0%,1%
1746840100.847811387,34.27%,32.217%,0%,1%
1746840131.950773559,3.12%,25.7832%,0%,1%
1746840163.040855799,2.85%,25.7738%,0%,1%
1746840194.123973058,1.75%,26.0218%,0%,1%
1746840225.203986477,20.27%,32.3437%,0%,1%
1746840256.321881061,3.19%,25.9689%,0%,1%
1746840287.411037314,3.25%,25.8906%,0%,1%
1746840318.495923550,2.16%,27.8216%,0%,1%
1746840349.576254785,29.59%,32.3331%,0%,1%
1746840380.652782207,3.10%,25.8699%,0%,1%
1746840411.741149341,3.13%,25.7762%,0%,1%
1746840442.823412929,2.13%,25.7951%,0%,1%
1746840473.902990059,18.96%,31.9019%,0%,1%
1746840505.000037500,2.41%,26.2844%,0%,1%
1746840536.081100417,3.13%,25.7753%,0%,1%
1746840567.161339529,3.12%,25.7554%,0%,1%
1746840598.250435299,3.12%,31.776%,0%,1%
1746840629.329535335,3.19%,32.4231%,3%,1%
1746840660.410791524,20.05%,32.4963%,0%,1%
1746840691.499930535,3.18%,25.7768%,0%,1%
1746840722.587501065,3.03%,25.7468%,0%,1%
1746840753.675675137,3.12%,28.7393%,0%,1%
1746840784.755272195,14.68%,32.4444%,21%,1%
1746840815.842869014,3.25%,25.8254%,0%,1%
1746840846.931752316,30.65%,25.9096%,28%,1%
1746840878.002768202,3.15%,25.7107%,0%,1%
1746840909.091531959,20.74%,32.1181%,24%,1%
1746840940.196217654,3.19%,32.4349%,0%,1%
1746840971.285320016,27.10%,32.4733%,0%,1%
1746841002.373020861,3.16%,25.7673%,0%,1%
1746841033.453474785,2.91%,25.7595%,0%,1%
1746841064.533826238,1.38%,30.2967%,0%,1%
1746841095.613964601,15.28%,32.5221%,0%,1%
1746841126.703632424,3.03%,25.8762%,0%,1%
1746841157.792119071,3.16%,25.7803%,0%,1%
1746841188.880500712,3.16%,25.7695%,11%,1%
1746841219.963193706,19.70%,32.1086%,0%,1%
1746841251.056157038,3.16%,32.628%,0%,1%
1746841282.146096060,40.30%,32.7338%,0%,1%
1746841313.257465938,3.19%,25.8164%,0%,1%
1746841344.345532278,2.88%,25.8002%,13%,1%
1746841375.434545964,3.09%,26.1222%,0%,1%
1746841406.518451451,15.19%,32.6517%,0%,1%
1746841437.609666826,3.16%,25.777%,0%,1%
1746841468.698370912,4.51%,25.7567%,0%,1%
1746841499.778200335,3.25%,26.6244%,0%,1%
1746841530.867530004,3.19%,32.2171%,0%,1%
1746841561.959397542,3.16%,32.5763%,0%,1%
1746841593.039908433,14.85%,32.7038%,0%,1%
1746841624.136839667,3.16%,25.6792%,0%,1%
1746841655.225890933,3.03%,25.6832%,0%,1%
1746841686.307827578,2.41%,26.1285%,0%,1%
1746841717.397006164,3.10%,32.2248%,0%,1%
1746841748.471781660,17.46%,32.6501%,0%,1%
1746841779.565677501,2.41%,25.9914%,0%,1%
1746841810.646183393,3.13%,25.8223%,0%,1%
1746841841.737412424,3.18%,25.7949%,0%,1%
1746841872.817268317,3.06%,32.2545%,0%,1%
1746841903.912717381,20.47%,32.687%,0%,1%
1746841934.992654266,3.07%,25.8695%,0%,1%
1746841966.073838480,3.25%,25.7779%,100%,1%
1746841997.153041369,3.09%,25.7494%,0%,1%
1746842028.232912771,3.07%,32.1625%,6%,1%
1746842059.323843372,3.22%,32.7386%,0%,1%
1746842090.406155251,3.19%,25.8341%,0%,1%
1746842121.494331196,3.16%,25.7674%,11%,1%
1746842152.573802518,3.28%,25.7705%,0%,1%
1746842183.654820150,10.33%,32.4478%,0%,1%
1746842214.755687534,3.28%,32.7675%,0%,1%
1746842245.844513999,3.03%,26.3467%,0%,1%
1746842276.931673619,3.19%,25.9694%,0%,1%
1746842308.019051027,2.97%,25.9108%,0%,1%
1746842339.107348880,3.19%,27.1905%,0%,1%
1746842370.188681443,19.48%,32.8673%,0%,1%
1746842401.320974547,3.19%,25.6725%,0%,1%
1746842432.400313691,3.19%,25.6041%,0%,1%
1746842463.490485639,2.94%,25.6548%,0%,1%
1746842494.580056721,3.72%,32.2126%,0%,1%
1746842525.661952860,3.15%,32.8534%,0%,1%
1746842556.745620601,17.29%,32.9042%,17%,1%
1746842587.842503143,3.25%,32.8282%,0%,1%
1746842618.931430658,3.09%,25.8603%,0%,1%
1746842650.019678788,3.13%,25.7742%,0%,1%
1746842681.108914441,2.94%,32.2741%,0%,1%
1746842712.189821736,3.22%,32.8687%,0%,1%
1746842743.263745365,3.22%,25.863%,0%,1%
1746842774.353738517,3.19%,25.7323%,0%,1%
1746842805.443520164,3.07%,25.7705%,0%,1%
1746842836.533904560,1.44%,30.0346%,0%,1%
1746842867.617570789,20.77%,32.7492%,0%,1%
1746842898.717019202,3.25%,25.8153%,0%,1%
1746842929.806900655,3.19%,25.7492%,0%,1%
1746842960.897576709,3.03%,25.8201%,0%,1%
1746842991.986249285,3.19%,32.3275%,0%,1%
1746843023.077736420,3.22%,32.9054%,0%,1%
1746843054.166743403,35.02%,32.9515%,0%,1%
1746843085.267936348,3.16%,25.8915%,0%,1%
1746843116.348440748,3.13%,25.7949%,0%,1%
1746843147.436345143,3.16%,25.7548%,0%,1%
1746843178.520493827,28.43%,32.4856%,0%,1%
1746843209.636075824,10.18%,33.0682%,9%,1%
1746843240.728923119,3.09%,25.7296%,0%,1%
1746843271.809971398,3.16%,25.6709%,0%,1%
1746843302.891025388,3.22%,25.7039%,0%,1%
1746843333.971492097,27.79%,32.4246%,0%,1%
1746843365.064595903,1.25%,33.004%,0%,1%
1746843396.156301437,27.52%,33.1033%,0%,1%
1746843427.250215863,3.16%,25.9076%,0%,1%
1746843458.331188851,2.94%,25.8454%,0%,1%
1746843489.410971257,2.66%,25.9728%,0%,1%
1746843520.491615368,8.77%,33.114%,0%,1%
1746843551.579677910,3.16%,32.8536%,0%,1%
1746843582.651727014,3.25%,25.9101%,0%,1%
1746843613.732464060,3.16%,25.8258%,0%,1%
1746843644.820096867,3.16%,25.9248%,0%,1%
1746843675.903874514,2.78%,32.5113%,0%,1%
1746843706.992913017,3.13%,32.922%,0%,1%
1746843738.087546902,3.13%,25.8271%,0%,1%
1746843769.177174189,3.09%,25.8858%,0%,1%
1746843800.258120557,3.09%,25.8793%,0%,1%
1746843831.348269552,19.00%,32.491%,0%,1%
1746843862.442721496,3.16%,32.9697%,0%,1%
1746843893.523526850,3.09%,25.6838%,0%,1%
1746843924.610839686,3.09%,25.6754%,0%,1%
1746843955.691011572,3.19%,25.6526%,0%,1%
1746843986.779429882,18.21%,32.4762%,0%,1%
1746844017.870521855,62.03%,33.0192%,0%,1%
1746844048.948960320,3.19%,32.8528%,0%,1%
1746844080.028988286,3.13%,25.6901%,0%,1%
1746844111.111316285,3.06%,25.6686%,0%,1%
1746844142.199888253,3.19%,25.821%,0%,1%
1746844173.291620147,18.87%,33.04%,0%,1%
1746844204.379038942,3.10%,33.0337%,0%,1%
1746844235.459925328,3.16%,25.9255%,0%,1%
1746844266.541154937,2.97%,25.9%,0%,1%
1746844297.631902314,3.00%,26.2538%,0%,1%
1746844328.720865305,8.80%,33.1947%,0%,1%
1746844359.800302103,3.13%,32.9397%,0%,1%
1746844390.882749576,3.25%,26.036%,0%,1%
1746844421.965719308,3.16%,25.8469%,0%,1%
1746844453.045297661,3.09%,25.8213%,0%,1%
1746844484.134322488,3.03%,32.2422%,0%,1%
1746844515.215174830,28.11%,33.0183%,0%,1%
1746844546.322180625,15.49%,31.9963%,0%,1%
1746844577.402918292,3.16%,25.9615%,0%,1%
1746844608.491862427,3.03%,25.869%,0%,1%
1746844639.581858576,3.13%,28.6518%,0%,1%
1746844670.655781674,14.63%,33.2832%,0%,1%
1746844701.826580906,3.22%,32.984%,0%,1%
1746844732.916537610,16.03%,33.0611%,0%,1%
1746844764.011713472,3.13%,25.9064%,7%,1%
1746844795.101335378,9.10%,25.9699%,0%,1%
1746844826.190026349,3.10%,25.9411%,0%,1%
1746844857.269628286,22.05%,32.585%,0%,1%
1746844888.363269019,3.13%,33.0206%,0%,1%
1746844919.454213596,19.49%,33.0573%,0%,1%
1746844950.538490450,3.22%,33.0088%,0%,1%
1746844981.627054873,3.19%,25.8472%,0%,1%
1746845012.708326832,3.03%,25.8038%,0%,1%
1746845043.797067807,38.02%,31.9667%,11%,1%
1746845074.961700845,27.07%,33.0883%,0%,1%
1746845106.081804802,60.35%,33.1243%,0%,1%
1746845137.162565312,3.12%,25.765%,32%,1%
1746845168.253370979,3.16%,25.7347%,0%,1%
1746845199.335565738,3.19%,26.7021%,0%,1%
1746845230.424973132,3.25%,32.6764%,0%,1%
1746845261.506332164,17.77%,33.0616%,0%,1%
1746845292.600528038,6.66%,33.1476%,0%,1%
1746845323.671013510,3.31%,25.8288%,0%,1%
1746845354.750477438,3.09%,25.8639%,0%,1%
1746845385.831447040,2.44%,25.9931%,0%,1%
1746845416.921219509,1.78%,33.3672%,0%,1%
1746845448.011809150,34.08%,33.1614%,0%,1%
1746845479.104845219,3.34%,25.8621%,0%,1%
1746845510.189367603,3.16%,25.8169%,0%,1%
1746845541.267856102,2.56%,25.8162%,0%,1%
1746845572.357276110,1.75%,27.3072%,0%,1%
1746845603.446705656,14.72%,33.248%,0%,1%
1746845634.559665977,3.13%,33.1787%,0%,1%
1746845665.641891113,3.19%,25.8829%,0%,1%
1746845696.731475279,3.03%,25.8426%,0%,1%
1746845727.820258433,2.75%,27.1858%,0%,1%
1746845758.903719096,18.77%,33.1691%,0%,1%
1746845789.996135804,3.16%,25.9849%,0%,1%
1746845821.076248438,3.22%,25.92%,2%,1%
1746845852.166750676,3.00%,26.9605%,0%,1%
1746845883.255211746,3.06%,32.6886%,0%,1%
1746845914.346224100,16.02%,33.0964%,0%,1%
1746845945.435230853,3.22%,33.0252%,0%,1%
1746845976.517391248,2.72%,26.0329%,0%,1%
1746846007.600044988,3.13%,25.9155%,0%,1%
1746846038.680213928,3.07%,25.908%,0%,1%
1746846069.760513122,3.31%,26.2242%,20%,1%
1746846100.849661792,15.52%,33.1952%,0%,1%
1746846131.943731940,3.13%,33.1973%,0%,1%
1746846163.034531475,22.47%,33.102%,0%,1%
1746846194.129672711,1.78%,26.0686%,10%,1%
1746846225.210557795,3.25%,25.919%,0%,1%
1746846256.299691055,2.79%,25.8837%,0%,1%
1746846287.381297631,0.78%,32.1202%,0%,1%
1746846318.461379047,22.03%,33.1865%,0%,1%
1746846349.560319258,3.10%,33.1588%,0%,1%
1746846380.642271142,23.91%,33.0902%,19%,1%
1746846411.736069600,14.03%,33.0722%,0%,1%
1746846442.819316863,3.09%,25.9498%,0%,1%
1746846473.899970392,3.00%,25.8536%,0%,1%
1746846504.988681932,3.19%,28.7195%,7%,1%
1746846536.072005117,1.28%,33.493%,0%,1%
1746846567.162980942,29.22%,33.3818%,0%,1%
1746846598.256380964,15.25%,33.3317%,23%,1%
1746846629.370269325,3.10%,25.8537%,0%,1%
1746846660.460543184,3.09%,25.7942%,0%,1%
1746846691.542041147,3.10%,25.7589%,0%,1%
1746846722.623919853,3.13%,32.8422%,0%,1%
1746846753.709524517,15.04%,33.4154%,0%,1%
1746846784.808963222,3.16%,25.9619%,0%,1%
1746846815.897423871,3.19%,25.823%,0%,1%
1746846846.986798695,3.15%,25.8194%,0%,1%
1746846878.067491547,20.18%,32.8847%,0%,1%
1746846909.161056729,7.90%,33.2738%,0%,1%
1746846940.251447377,14.46%,33.3356%,0%,1%
1746846971.344405700,3.19%,25.7258%,0%,1%
1746847002.417934248,3.53%,25.6388%,7%,1%
1746847033.506683088,2.66%,26.0894%,0%,1%
1746847064.595894384,32.35%,32.8365%,0%,1%
1746847095.690525494,2.44%,30.1682%,0%,1%
1746847126.774169050,3.10%,25.7463%,0%,1%
1746847157.855884000,3.12%,25.7804%,9%,1%
1746847188.944008739,3.16%,26.0571%,0%,1%
1746847220.033092947,14.97%,33.5634%,0%,1%
1746847251.131319469,7.73%,33.4191%,0%,1%
1746847282.214138890,3.16%,25.9482%,0%,1%
1746847313.294157098,3.06%,25.9506%,0%,1%
1746847344.382854080,64.87%,32.1912%,0%,1%
1746847375.466504438,19.84%,33.3778%,18%,1%
1746847406.551217149,3.16%,25.7093%,0%,1%
1746847437.639855812,3.71%,25.7493%,0%,1%
1746847468.721796114,3.03%,26.7775%,0%,1%
1746847499.809814324,3.06%,32.968%,0%,1%
1746847530.891266931,3.22%,25.8492%,0%,1%
1746847561.979289368,3.10%,25.8318%,0%,1%
1746847593.060140398,3.03%,25.8145%,0%,1%
1746847624.149412158,3.19%,32.5183%,0%,1%
1746847655.242682787,35.13%,33.308%,25%,1%
1746847686.344584280,3.16%,25.6613%,0%,1%
1746847717.424648715,3.28%,25.6592%,0%,1%
1746847748.505981327,3.16%,25.6702%,0%,1%
1746847779.592360102,3.00%,12.5963%,0%,1%
1746847810.682260391,2.94%,12.8983%,0%,1%
1746847841.766552643,2.91%,12.7816%,0%,1%
1746847872.855934249,2.50%,13.0858%,0%,1%
1746847903.947739420,1.97%,12.8767%,0%,1%
Total duration: 25964s (07:12:44)
